child,parent,exchange_id,n_total_fnn,n_measured_fnn,n_class_2or3,p_class_2or3,section_speed_threshold_average,log_p_value,cni_present,n_unique_cni,cni_ids,cni_re_report_counts,cni_toms_initiation_ts,truck_roll_count_3m,truck_roll_count_6m,truck_roll_count_12m,truck_roll_count_24m,nbn_rfs_3m_count,nbn_rfs_6m_count,nbn_rfs_12m_count,nbn_rfs_24m_count,nbn_rfs_more_than_24m_count,nbn_rfs_already_passed_count,ccp_flag
Cable:16139752,Cable:16137065,PEIN,1,1,1,0.3114943,0.2268833,-1.0130999,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16139762,Cable:32449463;32449464,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16139766,Cable:16136864;16136880,PEIN,1,1,1,0.3114943,0.5946384,-1.0130999,0,0,[],[],[],0,2,2,2,0,0,0,0,1,0,b
Cable:16139768,Cable:16136887;16137255,PEIN,1,1,0,0.3114943,1.2274399,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16139774,Cable:16137305,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,1,1,0,0,0,0,0,0,b
Cable:16139775,Cable:16137305,PEIN,1,1,0,0.3114943,1.2440162,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16139777,Cable:16138622,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,1,1,1,0,0,0,0,0,b
Cable:16139779,Cable:16138620,PEIN,1,1,0,0.3114943,1.2053176,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16139780,Cable:16138620,PEIN,1,1,0,0.3114943,1.2534592,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16139790,Cable:16137341;16137342;16137343,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16139791,Cable:16137341;16137342;16137343,PEIN,1,1,1,0.3114943,0.7325857,-1.0130999,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16139792,Control Joint:CJ102,PEIN,1,1,0,0.3114943,1.0087057,-0.2790474,0,0,[],[],[],0,0,2,2,1,0,0,0,0,0,b
Cable:16139794,Control Joint:CJ102,PEIN,1,1,1,0.3114943,0.4181162,-1.0130999,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16139796,Cable:16137540;16137541,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16139809,Cable:16137685,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16139810,Cable:16137685,PEIN,1,1,1,0.3114943,0.278685,-1.0130999,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16139812,Pillar:P2,PEIN,2,2,1,0.3114943,0.7837675,-0.6370686,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16139824,Pillar:P13,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16139827,Cable:16137149,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16139833,Cable:16137374;16137375,PEIN,1,1,1,0.3114943,0.5079956,-1.0130999,0,0,[],[],[],0,0,0,1,1,0,0,0,0,0,b
Cable:16139841,Cable:16137406,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16139842,Cable:16137406,PEIN,1,1,0,0.3114943,1.3367407,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16139843,Cable:16137406,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16139846,Cable:28343079,PEIN,1,1,0,0.3114943,1.1583784,-0.2790474,0,0,[],[],[],0,0,1,1,1,0,0,0,0,0,b
Cable:16139847,Cable:28343079,PEIN,1,1,0,0.3114943,1.1553747,-0.2790474,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16139848,Cable:28343079,PEIN,1,1,0,0.3114943,1.1054809,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16139849,Cable:27838092,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16139851,Cable:16137548,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16139853,Cable:16137371,PEIN,1,1,1,0.3114943,0.945818,-1.0130999,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16139854,Cable:16137384,PEIN,1,1,0,0.3114943,1.5099567,-0.2790474,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16139864,Cable:16138177,PEIN,1,1,0,0.3114943,1.2429465,-0.2790474,1,1,[9088414],[0],[2016-09-12 09:21:02],0,0,0,0,1,0,0,0,0,0,b
Cable:16139865,Cable:16138177,PEIN,1,0,0,0.3114943,NULL,0,1,1,[9088414],[0],[2016-09-12 09:21:02],0,0,0,0,1,0,0,0,0,0,b
Cable:16139866,Cable:16138177,PEIN,2,0,0,0.3114943,NULL,0,1,1,[9088414],[0],[2016-09-12 09:21:02],0,0,0,0,1,0,0,0,0,0,b
Cable:16139868,Cable:16138177,PEIN,1,0,0,0.3114943,NULL,0,1,1,[9088414],[0],[2016-09-12 09:21:02],0,0,0,0,0,0,0,0,0,0,b
Cable:16139875,Cable:16138185,PEIN,1,1,0,0.3114943,1.1904988,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16139882,Cable:16137402,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16139886,Cable:16137409,PEIN,1,1,1,0.3114943,0.4665962,-1.0130999,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16139887,Cable:16137317;16137330;16137331;16137332;16137581,PEIN,2,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16139890,Cable:16138169;16138170,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16139891,Cable:23242727,PEIN,1,1,0,0.3114943,1.2766096,-0.2790474,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16139896,Cable:16137127;16137128;16138558;29959099;29959100;38048277,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16139922,Cable:16137192,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16139924,Cable:16137185,PEIN,1,1,0,0.3114943,1.0895884,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16139927,Cable:16138292,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16139929,Cable:16138285,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,1,1,0,0,0,0,0,b
Cable:16139930,Cable:16138293,PEIN,1,1,0,0.3114943,1.1465568,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16139932,Cable:16137192,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16139933,Cable:29860000,PEIN,2,1,0,0.3114943,1.4406277,-0.2790474,0,0,[],[],[],0,0,0,0,2,0,0,0,0,0,b
Cable:16139933,Cable:29859999,PEIN,2,1,0,0.3114943,1.4406277,-0.2790474,0,0,[],[],[],0,0,0,0,2,0,0,0,0,0,b
Cable:16139936,Cable:16138263;16138264,PEIN,1,1,0,0.3114943,1.4221444,-0.2790474,0,0,[],[],[],4,6,6,6,1,0,0,0,0,0,b
Cable:16139942,Cable:16138310;37027710,PEIN,1,1,0,0.3114943,1.3327352,-0.2790474,0,0,[],[],[],0,0,1,1,1,0,0,0,0,0,b
Cable:16139947,Cable:16138310;37027710,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16139948,Cable:16138310;37027710,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16139950,Cable:16138399,PEIN,1,1,1,0.3114943,0.2282861,-1.0130999,0,0,[],[],[],0,0,1,1,0,0,0,0,0,0,b
Cable:16139951,Cable:16138083,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16139956,Cable:16138027,PEIN,1,1,1,0.3114943,0.833629,-1.0130999,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16139957,Cable:16138027,PEIN,1,1,1,0.3114943,0.2268833,-1.0130999,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16139958,Cable:16138025,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16139961,Pillar:P4,PEIN,1,1,1,0.3114943,0.7522222,-1.0130999,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16139966,Cable:16138445,PEIN,1,1,0,0.3114943,1.6065382,-0.2790474,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16139967,Cable:16138437,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],1,2,2,2,0,0,0,0,0,0,b
Cable:16139968,Cable:16138435,PEIN,1,1,0,0.3114943,1.2127698,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16139970,Cable:16138282;16138283,PEIN,1,1,0,0.3114943,1.1259465,-0.2790474,0,0,[],[],[],0,0,0,1,1,0,0,0,0,0,b
Cable:16139974,Cable:16138421,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16139975,Cable:16138282;16138283,PEIN,1,1,0,0.3114943,1.0868126,-0.2790474,0,0,[],[],[],2,3,3,3,1,0,0,0,0,0,b
Cable:16139992,Cable:16137187,PEIN,1,1,0,0.3114943,1.0327052,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16140003,Cable:16138865,PEIN,1,1,1,0.3114943,1.0013138,-1.0130999,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16140006,Cable:16137191;16139002,PEIN,1,1,1,0.3114943,0.806008,-1.0130999,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16140007,Cable:16138390,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16140008,Cable:16138815;16138855,PEIN,1,1,1,0.3114943,0.5934535,-1.0130999,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16140009,Pillar:P9,PEIN,1,1,0,0.3114943,1.2053176,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16140012,Cable:16138775;16138939,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16140013,Cable:16138907,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16140014,Cable:16138869;16138870,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16140016,Cable:16138881,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16140018,Cable:16138910,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16140020,Cable:16138362,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16140022,Cable:16137106,PEIN,1,1,1,0.3114943,0.5076984,-1.0130999,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16140028,Cable:36328538,PEIN,1,1,0,0.3114943,1.2051106,-0.2790474,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16140032,Cable:16138916,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16140035,Cable:16138792;16138862;16138913;16138914,PEIN,1,1,1,0.3114943,0.6340962,-1.0130999,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16140036,Cable:16138854;38398454,PEIN,1,1,0,0.3114943,1.1773445,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16140037,Cable:16138867,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16140038,Cable:16138384,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16140042,Cable:16138910,PEIN,1,1,0,0.3114943,1.31633,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16140046,Cable:16138797;16138919,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16140048;16140049,Cable:16138878;16138879,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16140051,Cable:16138915,PEIN,2,2,2,0.3114943,0.7454632,-1.5196499,0,0,[],[],[],0,0,0,0,2,0,0,0,0,0,b
Cable:16140052,Cable:16140051,PEIN,1,1,1,0.3114943,0.5467331,-1.0130999,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16140053,Cable:16140051,PEIN,1,1,1,0.3114943,0.9441933,-1.0130999,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16140055,Cable:16138826,PEIN,1,1,1,0.3114943,0.8815941,-1.0130999,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16140063,Cable:16138346,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16140070,Cable:16138356;16138905;16138961,PEIN,1,1,0,0.3114943,1.4066371,-0.2790474,0,0,[],[],[],0,1,1,1,1,0,0,0,0,0,b
Cable:16140074,Cable:16138340,PEIN,1,1,1,0.3114943,0.3461071,-1.0130999,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16140082,Cable:16138340,PEIN,1,1,0,0.3114943,1.2570214,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16140083;29860005,Cable:16137112,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16140087,Cable:16138927,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16140089,Cable:38380246,PEIN,1,1,0,0.3114943,1.4027407,-0.2790474,0,0,[],[],[],1,1,1,3,1,0,0,0,0,0,b
Cable:16140105,Cable:16138776;16138777;16138778,PEIN,1,1,0,0.3114943,1.443978,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16140106,Cable:16138776;16138777;16138778,PEIN,1,1,0,0.3114943,1.2641885,-0.2790474,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16140109,Cable:16138827,PEIN,1,1,1,0.3114943,0.9026389,-1.0130999,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16140112,Cable:16138383,PEIN,1,1,1,0.3114943,0.5262165,-1.0130999,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16140114,Cable:16138912,PEIN,1,1,1,0.3114943,0.7928926,-1.0130999,0,0,[],[],[],0,0,0,1,1,0,0,0,0,0,b
Cable:16140115,Cable:16138940,PEIN,1,1,0,0.3114943,1.4589692,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16140117,Cable:16138775;16138939,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16140126,Cable:16138867,PEIN,1,1,0,0.3114943,1.1957006,-0.2790474,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16140127,Cable:16138383,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16140132,Cable:16138383,PEIN,1,1,0,0.3114943,1.2452419,-0.2790474,1,1,[7652497],[8],[2013-10-18 14:46:45],0,0,0,0,1,0,0,0,0,0,b
Cable:16140133,Cable:16138911,PEIN,1,1,0,0.3114943,1.1863105,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16140136,Cable:16138350;16138876;16138877,PEIN,1,1,1,0.3114943,0.2282861,-1.0130999,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16140147,Cable:16138516,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16140152,Cable:16138552,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16140155,Cable:16138447;16138448,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16140157,Cable:16138321;16138322,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16140163,Cable:16138446,PEIN,1,1,0,0.3114943,1.3095486,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16140170,Cable:16138291,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16140174,Cable:16138286,PEIN,1,1,0,0.3114943,0.9094728,-0.2790474,0,0,[],[],[],0,0,1,1,1,0,0,0,0,0,b
Cable:16140176,Cable:16138277,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16140188,Cable:16137023,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16140194,Cable:16136866,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,1,1,0,0,0,0,0,0,b
Cable:16140204,Cable:16137288,PEIN,1,1,0,0.3114943,1.2094981,-0.2790474,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16140210,Cable:16136923,PEIN,1,1,0,0.3114943,0.9959859,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16140211,Cable:16138998,PEIN,1,1,0,0.3114943,1.289018,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16140212,Cable:16138998,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16140213,Cable:16138998,PEIN,1,1,0,0.3114943,1.352379,-0.2790474,0,0,[],[],[],0,0,1,1,1,0,0,0,0,0,b
Cable:16140214,Cable:16138998,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16140217,Cable:16136913,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16140220,Cable:16136899;16136949,PEIN,1,1,1,0.3114943,0.9910199,-1.0130999,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16140221,Cable:16137295,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16140224,Cable:16136948,PEIN,1,1,0,0.3114943,1.3120231,-0.2790474,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16140225,Cable:16136948,PEIN,1,1,0,0.3114943,1.2127698,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16140228,Cable:16136930,PEIN,1,1,0,0.3114943,1.3272607,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16140234,Cable:16137299,PEIN,1,1,0,0.3114943,1.3556119,-0.2790474,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16140237,Cable:16137309,PEIN,1,1,0,0.3114943,1.395614,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16140239,Cable:16137308,PEIN,1,1,1,0.3114943,0.9318492,-1.0130999,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16140242,Cable:27838092,PEIN,1,1,0,0.3114943,1.2356896,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16140243,Pillar:P2,PEIN,2,1,1,0.3114943,0.9478248,-1.0130999,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16140244,Cable:16137368,PEIN,1,1,0,0.3114943,1.1191648,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16140245,Cable:16137367,PEIN,1,1,1,0.3114943,0.2300641,-1.0130999,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16140248,Cable:16136900;16136901,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],1,1,3,3,1,0,0,0,0,0,b
Cable:16140256,Cable:16137371,PEIN,1,1,0,0.3114943,1.3163986,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16140265,Cable:16138167;16138168,PEIN,1,1,1,0.3114943,0.2290828,-1.0130999,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16140267,Pillar:P2,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16140269,Cable:16136908,PEIN,1,1,1,0.3114943,0.1280476,-1.0130999,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16140277,Cable:16137289,PEIN,1,1,1,0.3114943,0.2276702,-1.0130999,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16140279,Cable:16136945,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16140280,Cable:16136945,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,1,1,1,0,0,0,0,0,0,b
Cable:16140282,Pillar:P2,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16140283,Pillar:P2,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16140285,Cable:16137795,PEIN,1,1,1,0.3114943,0.5906074,-1.0130999,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:16140287,Cable:16138165,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:16140288,Cable:16137293;16138166,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:23097454;23097467,Cable:16136896;16137714;28015025,PEIN,14,11,2,0.3114943,1.1137075,-0.111396,0,0,[],[],[],0,0,2,2,11,0,0,0,0,0,b
Cable:23097462,Cable:23097454;23097467,PEIN,1,1,0,0.3114943,1.307937,-0.2790474,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:23097463,Cable:23097454;23097467,PEIN,1,1,0,0.3114943,1.3818971,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:23097464,Cable:23097454;23097467,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:23097465,Cable:23097454;23097467,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:23097468,Cable:16136896;16137714;28015025,PEIN,39,20,4,0.3114943,1.1721343,-0.0801959,0,0,[],[],[],3,4,6,10,16,0,0,0,0,1,b
Cable:23178508,Cable:16136972,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:23178509,Cable:16136972,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:23242726;30167575,Cable:16138169;16138170,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:23242727,Cable:16138169;16138170,PEIN,6,4,1,0.3114943,1.4677967,-0.305134,0,0,[],[],[],1,1,1,2,2,0,0,0,0,0,b
Cable:23279349,Cable:16138798,PEIN,1,1,0,0.3114943,1.1998045,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:23531853,Cable:16136948,PEIN,1,1,0,0.3114943,1.1449565,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:23941057,Cable:16138413;23348939,PEIN,16,12,6,0.3114943,0.890287,-1.1248954,0,0,[],[],[],0,1,3,3,10,0,0,0,0,0,b
Cable:23941059;23941060,Cable:23941057,PEIN,13,9,5,0.3114943,0.8823919,-1.2491758,0,0,[],[],[],0,1,3,3,8,0,0,0,0,0,b
Cable:23941061,Cable:23941057,PEIN,1,1,0,0.3114943,1.4167429,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:23941064,Cable:23941057,PEIN,1,1,0,0.3114943,1.094656,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:23941065,Cable:23941057,PEIN,1,1,1,0.3114943,0.2290828,-1.0130999,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:23941073,Cable:23941059;23941060,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:23941075,Cable:23941059;23941060,PEIN,1,1,0,0.3114943,1.2706508,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:24041648;24041649,Cable:16137583,PEIN,1,1,1,0.3114943,0.8327912,-1.0130999,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:24186233,Cable:16138798,PEIN,1,1,0,0.3114943,1.3618162,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:24285449,Cable:16138388,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,0,0,0,0,0,0,0,b
Cable:24285450,Cable:16138388,PEIN,1,0,0,0.3114943,NULL,0,0,0,[],[],[],0,0,0,2,0,0,0,0,0,0,b
Cable:24479587,Cable:16138799,PEIN,1,1,0,0.3114943,1.3349885,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:25131116,Cable:16138047,PEIN,1,1,0,0.3114943,1.6125028,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
Cable:25131118,Cable:16138047,PEIN,1,1,0,0.3114943,1.6349709,-0.2790474,0,0,[],[],[],0,0,0,0,1,0,0,0,0,0,b
